cancerType	TF.ChIPseq	totalTFBS	totalSamples	bmr	activeTFBS	nSNVs	nSamples	pvalue.poibin	pvalue.binom	pvalue.pois	expVal.poibin	expVal.binom	expVal.pois	sigVal.poibin	sigVal.binom	sigVal.pois
Bladder-TCC	ENCSR000DMR.CTCF.MCF7	17089402	23	0.987540291031769	2021557	565	23	0.717452935519512	0.74948154421616	0.503847132082704	23	23	23	23	23	31
Bladder-TCC	ERP000209.RAD21.MCF7_E2	10285017	23	0.982554799664678	1609583	462	22	0.983240593716005	0.939551874532701	0.578281873563255	23	23	22	23	23	31
Bladder-TCC	ERP000209.RAD21.MCF7_E2_SHCTR	16560643	23	0.986060432828511	1875844	552	23	0.686042707934311	0.72407115343413	0.500994061127232	23	23	23	23	23	31
Bladder-TCC	ERP000209.CTCF.MCF7_E2_SHCTR	17393385	23	0.987466763809748	2013738	560	23	0.715871000932512	0.748199135491299	0.503705447185084	23	23	23	23	23	31
Bladder-TCC	ENCSR000BTQ.RAD21.MCF7	15135435	23	0.972696395973148	1190068	365	23	0.453394390236102	0.529027264522473	0.475114257410937	22	23	22	23	23	30
Bladder-TCC	ENCSR125ZYC.KLF9.MCF7	5026831	23	0.994920659824347	3339423	997	23	0.883228455728741	0.889476199789432	0.518027783713114	23	23	23	23	23	31
Bladder-TCC	ERP000209.CTCF.MCF7_E2_SHCTCF	7259891	23	0.94692207285983	780795	239	22	0.664918015164865	0.653003252960724	0.509562056304864	22	22	22	23	23	30
Bladder-TCC	GSE70764.CTCF.MCF7	10233539	23	0.969694223374524	1112038	336	22	0.898146447183994	0.84689638516115	0.553836712579612	22	22	22	23	23	30
Bladder-TCC	ENCSR000DMS.CTCF.MCF7	9892285	23	0.963952372702582	995384	310	22	0.843731863128097	0.799492794505719	0.542780187264582	22	22	22	23	23	30
Bladder-TCC	ERP000783.CTCF.MCF7_TAM	7210531	23	0.966495647507929	1042732	316	22	0.868601338415107	0.82077026746606	0.547687527249745	22	22	22	23	23	30
Bladder-TCC	GSE41561.NR2F1.MCF7	42769202	23	0.999899603002462	9425020	2550	23	0.997690869056938	0.997693417393305	0.527543048277197	23	23	23	23	23	31
Bladder-TCC	GSE48930.AR.MCF7	13020525	23	0.993085952713644	2869598	910	23	0.841218485033918	0.852505701938872	0.514510577466172	23	23	23	23	23	31
Bladder-TCC	GSE60270.MED1.MCF7_SHCTR_E2	5696578	23	0.996117355794804	3753219	1221	23	0.910713462653424	0.914411464899156	0.520318829062171	23	23	23	23	23	31
Bladder-TCC	GSE60270.MED1.MCF7_SHCTR	7734385	23	0.998257974025857	4994985	1562	23	0.959933689522737	0.960691888894109	0.524410696322868	23	23	23	23	23	31
Bladder-TCC	GSE46055.KDM5B.MCF7	5643339	23	0.994631086046757	3254417	993	23	0.87658491126138	0.883540893548269	0.517473033181628	23	23	23	23	23	31
Bladder-TCC	ENCSR000DWH.CTCF.MCF7	17403425	23	0.984865449414128	1774085	489	23	0.661398810939299	0.704155776006864	0.498688079867806	23	23	22	23	23	31
Bladder-TCC	ENCSR000AHD.CTCF.MCF7	12789991	23	0.966597534057296	1044759	304	22	0.869574912325139	0.821614352604967	0.547883795215127	22	22	22	23	23	30
Bladder-TCC	ENCSR000DMP.MYC.MCF7	1149267	23	0.948446734914221	795207	237	22	0.681001311327755	0.666061284872449	0.51255828566959	22	22	22	23	23	30
Bladder-TCC	ERP000209.RAD21.MCF7_E2_SHCTCF	9644842	23	0.990894469499923	2460647	728	23	0.791493827776075	0.810271013975794	0.510302271720557	23	23	23	23	23	31
Bladder-TCC	GSE72249.FOXA1.MCF7	22240817	23	0.99804092109731	4812793	1515	23	0.954941692876803	0.955899010198502	0.523996168687859	23	23	23	23	23	31
Bladder-TCC	ENCSR000BTP.HDAC2.MCF7	11449482	23	0.995271050257756	3449246	1156	23	0.891271680796499	0.896709047018052	0.518698852926675	23	23	23	23	23	31
Bladder-TCC	GSE41820.AHR.MCF7	33044034	23	0.98145328247435	1543377	401	23	0.595067685286954	0.650131984751195	0.492093765611267	23	23	22	23	23	31
Bladder-TCC	ENCSR663ZZZ.MNT.MCF7	17952775	23	0.99972726314017	7873496	2383	23	0.993727052261051	0.993745835848319	0.527214448593413	23	23	23	23	23	31
Bladder-TCC	ENCSR000BSU.JUND.MCF7	4064916	23	0.944659053306223	760565	315	22	0.641239562713029	0.633746821142174	0.505107936900081	22	22	22	23	23	30
Bladder-TCC	ENCSR000BSR.CEBPB.MCF7	13025822	23	0.976493909642212	1314131	406	23	0.509959709459213	0.578627933978565	0.482486346765049	23	23	22	23	23	31
Bladder-TCC	ENCSR000BUX.EGR1.MCF7	2196394	23	0.976520606505241	1315131	434	22	0.951651084979367	0.899180425710782	0.566870463096086	23	23	22	23	23	31
Bladder-TCC	ENCSR954WVZ.ESRRA.MCF7	4516950	23	0.968644199007864	1087912	319	23	0.400290696544528	0.480594154467314	0.467235998909786	22	22	22	23	23	30
Bladder-TCC	GSE23852.TFAP2C.MCF7_ETOH	13198710	23	0.995594493771641	3558315	1073	23	0.898699870983609	0.903435556016353	0.51931812646725	23	23	23	23	23	31
Bladder-TCC	ENCSR000EWS.GATA3.MCF7	5950657	23	0.800724114199039	297955	90	19	0.494847381722377	0.504228420459592	0.476690887123888	18	19	18	21	21	26
Bladder-TCC	GSE80808.FOXA1.MCF7	13108468	23	0.957937552430336	903249	251	23	0.289053976664175	0.372182171858184	0.446383993232472	22	22	22	23	23	30
Bladder-TCC	GSE54592.ESR1.MCF7_LY2_ETOH	10984516	23	0.976987033537732	1332940	455	23	0.517832619226882	0.585386087388513	0.483442731602379	23	23	22	23	23	31
Bladder-TCC	GSE68355.PGR.MCF7_R5020	20287631	23	0.994824309304811	3310593	1070	23	0.881017538263169	0.887497111325488	0.517843216128124	23	23	23	23	23	31
Bladder-TCC	GSE60270.FOXA1.MCF7_E2	21756395	23	0.983576849010174	1677660	472	23	0.635620784075529	0.683267640485251	0.496199401617165	23	23	22	23	23	31
Bladder-TCC	GSE60270.GATA3.MCF7_E2	2905181	23	0.699352877150058	194727	57	17	0.419441724875488	0.437259267640384	0.442481958139101	16	16	16	19	20	23
Bladder-TCC	GSE72249.FOXA1.MCF7_DEX	20084046	23	0.992155112422737	2680216	812	23	0.820015081284984	0.83431531411146	0.512724012516526	23	23	23	23	23	31
Bladder-TCC	GSE72249.FOXA1.MCF7_E2	20462464	23	0.987934603539429	2064617	648	23	0.725971690779198	0.756394808226957	0.504606832422861	23	23	23	23	23	31
Bladder-TCC	GSE68355.PGR.MCF7_PROG	29558101	23	0.998546566379605	5276061	1642	23	0.966571145874446	0.967100083198076	0.524961715885605	23	23	23	23	23	31
Bladder-TCC	GSE40129.FOXA1.MCF7_SICTR	19869711	23	0.965782727772082	1028844	304	23	0.366771026237704	0.448979989143048	0.461667026500555	22	22	22	23	23	30
Bladder-TCC	GSE40129.GATA3.MCF7_E2	7230604	23	0.610674700061163	139758	42	16	0.235184847219088	0.270797505485366	0.335150087706129	14	14	14	17	18	20
Bladder-TCC	GSE29073.GATA3.MCF7_DMSO	2093721	23	0.588683082210365	129060	38	16	0.166601262173519	0.204543769875646	0.285968950949919	14	14	13	17	17	20
Bladder-TCC	ERP000380.FOXA1.MCF7_E2_TAM	14794653	23	0.891502396019442	486632	147	22	0.224443216681832	0.270709665161994	0.399437774126095	21	21	20	22	23	28
Bladder-TCC	GSE29073.GATA3.MCF7_E2	4309448	23	0.776279247382075	266967	78	17	0.788750047872972	0.758761678065083	0.611978622166284	18	18	18	21	21	25
Bladder-TCC	GSE44737.MBD3.MCF7	5422209	23	0.983522962387349	1673896	406	22	0.9866469625457	0.945352871255697	0.58010261720255	23	23	22	23	23	31
Bladder-TCC	ENCSR557JTZ.GTF2F1.MCF7	7625911	23	0.998108262153253	4867060	1487	23	0.956490457796105	0.95738355664612	0.524124785853233	23	23	23	23	23	31
Bladder-TCC	ENCSR468LUO.SIN3A.MCF7	21858991	23	0.999953733407214	10627757	2874	23	0.998935868365934	0.998936409761765	0.527646246839605	23	23	23	23	23	31
Bladder-TCC	ERP000901.NCOA3.MCF7_E2	8420303	23	0.965987909363713	1032789	316	23	0.369073525509549	0.451179008409654	0.462066479022175	22	22	22	23	23	30
Bladder-TCC	ENCSR636EYA.CTBP1.MCF7	20293484	23	0.99883863915714	5624264	1654	23	0.973288740795532	0.973627178593685	0.525519224038635	23	23	23	23	23	31
Bladder-TCC	ERP000380.ESR1.MCF7_E2_TAM	3237854	23	0.827374558240599	338521	103	20	0.397738215408915	0.421029443369789	0.442091186809492	19	19	19	21	22	26
Bladder-TCC	GSE41561.KLF4.MCF7	3165526	23	0.980233566551744	1477572	509	22	0.973153392496119	0.92482707851144	0.573904892866397	23	23	22	23	23	31
Bladder-TCC	GSE60270.ESR1.MCF7_E2	9181088	23	0.904810164745547	533552	123	22	0.300600538759869	0.342617407728646	0.425898492162898	21	21	21	23	23	29
Bladder-TCC	ENCSR017CEO.CUX1.MCF7	7858964	23	0.975306259673724	1271629	430	23	0.491509085252448	0.562656404621489	0.480182068942299	22	23	22	23	23	30
Bladder-TCC	GSE48930.ESR1.MCF7	21344189	23	0.998300074414049	5032947	1509	23	0.960901966313075	0.961624191202766	0.524491089630423	23	23	23	23	23	31
Bladder-TCC	GSE59530.ESR1.MCF7_E2_TNF	6067263	23	0.836861468417565	355143	96	20	0.453288546687225	0.469415609741426	0.461962097790724	19	19	19	22	22	27
Bladder-TCC	GSE60270.TFAP2A.MCF7_E2	8013597	23	0.991510603688696	2563258	814	23	0.805400505994497	0.821938553465613	0.511486197512096	23	23	23	23	23	31
Bladder-TCC	ENCSR000BUN.TCF12.MCF7	3184236	23	0.805994462393559	305350	123	20	0.286521941235548	0.321647933096055	0.397361842239881	19	19	18	21	21	26
Bladder-TCC	GSE59530.ESR1.MCF7_SHCTR_E2_TNF	8164030	23	0.981453457815838	1543387	444	23	0.595070931929402	0.650134656190285	0.492094104827065	23	23	22	23	23	31
Bladder-TCC	ERP000209.ESR1.MCF7	4472793	23	0.913948243789354	571548	178	22	0.363703683588237	0.399617504641774	0.444118472487554	21	21	21	23	23	29
Bladder-TCC	ENCSR000BTR.EP300.MCF7	3598700	23	0.809464177060766	310375	109	20	0.303112238239124	0.336759943760398	0.404599129201456	19	19	18	21	21	26
Bladder-TCC	ENCSR288IJC.MAZ.MCF7	10078116	23	0.999269084531901	6343083	1969	23	0.983188948517846	0.983323417277333	0.526340568155074	23	23	23	23	23	31
Bladder-TCC	ENCSR348JOJ.MTA1.MCF7	7390985	23	0.995959573991064	3691719	1089	23	0.907087556493914	0.911085946243556	0.520016901499937	23	23	23	23	23	31
Bladder-TCC	ERP000901.NCOA3.MCF7	27589451	23	0.983831477485974	1695724	436	22	0.987633769297584	0.947156396422121	0.580682207663809	23	23	22	23	23	31
Bladder-TCC	GSE55921.BRD4.MCF7	6081286	23	0.997344833283958	4341324	1161	23	0.9389333959001	0.940682077738542	0.522666201581146	23	23	23	23	23	31
Bladder-TCC	GSE55921.BRD4.MCF7_E2	5652072	23	0.996981424025223	4142589	1087	23	0.930576923179209	0.932830054281427	0.521971513244384	23	23	23	23	23	31
Bladder-TCC	ENCSR234VCE.DPF2.MCF7	14614819	23	0.987348112536261	2001256	607	23	0.713322683996476	0.746134130819534	0.503476793675879	23	23	23	23	23	31
Bladder-TCC	GSE23852.FOXA1.MCF7_ETOH	14514257	23	0.951673634485971	828068	251	22	0.715271309126338	0.693863361297359	0.518886593175001	22	22	22	23	23	30
Bladder-TCC	GSE72249.ESR1.MCF7_E2	6300776	23	0.780306982453288	271732	82	20	0.182306609512557	0.223121007370549	0.344396699372215	18	18	18	21	21	25
Bladder-TCC	GSE72249.NR3C1.MCF7_DEX	4584412	23	0.661264627733898	168405	67	15	0.64620671732227	0.630451547904905	0.555606120334071	15	15	15	18	19	22
Bladder-TCC	ERP000380.FOXA1.MCF7	11476797	23	0.962492954030888	970733	293	23	0.331833450661012	0.415091514293891	0.455260217874895	22	22	22	23	23	30
Bladder-TCC	GSE40129.FOXA1.MCF7_SIGATA	24055121	23	0.964184699511616	999467	283	22	0.846045053123385	0.801451594554396	0.543229110450823	22	22	22	23	23	30
Bladder-TCC	GSE48096.ESR2.MCF7_C412_E2	274239	23	0.507390612028835	96338	28	16	0.0322293270751609	0.0539007397336509	0.132696075453814	12	12	12	15	16	18
Bladder-TCC	ENCSR197DJH.SREBF1.MCF7	2100384	23	0.915774418238696	579841	203	21	0.715297429806033	0.69461635200792	0.534463832620958	21	21	21	23	23	29
Bladder-TCC	ENCSR000BUI.FOSL2.MCF7	5738443	23	0.911963584827765	562818	288	22	0.349216969056561	0.386704721616511	0.440160351677813	21	21	21	23	23	29
Bladder-TCC	ENCSR155VDK.ZBTB11.MCF7	710497	23	0.922458776161044	612568	180	23	0.0989601079815476	0.156235687189619	0.377553649742202	21	21	21	23	23	29
Bladder-TCC	GSE60270.TFAP2A.MCF7	2342579	23	0.960137388213736	934215	340	22	0.804828761367506	0.766996626303484	0.53539077962637	22	22	22	23	23	30
Bladder-TCC	GSE72249.NR3C1.MCF7	294381	23	0.505259491893581	95599	22	10	0.846513706544409	0.811606421558937	0.722928317749083	12	12	11	15	16	17
Bladder-TCC	ENCSR000EWT.TCF7L2.MCF7	3301060	23	0.867811047204968	420338	136	20	0.649340272812513	0.63789972111494	0.526155019794159	20	20	20	22	22	28
Bladder-TCC	GSE41561.TLE3.MCF7	2735634	23	0.594222772872057	131668	39	10	0.980548290754568	0.960376939420767	0.873880613522367	14	14	13	17	17	20
Bladder-TCC	ERP002305.ESR1.MCF7_GLYC	5902330	23	0.887854725847594	475167	121	21	0.503953157385329	0.514956896141166	0.478222302709721	21	21	20	22	23	28
Bladder-TCC	ENCSR697CUP.HCFC1.MCF7	6889325	23	0.997988283659241	4771661	1487	22	0.999999422519692	0.999004514561304	0.606943218743891	23	23	23	23	23	31
Bladder-TCC	GSE71276.ESR1.MCF7_E2	5325511	23	0.973367475409735	1209659	357	23	0.462886208945281	0.537485929429056	0.476417869102838	22	23	22	23	23	30
Bladder-TCC	GSE59530.FOXA1.MCF7_TNF	7937271	23	0.965476120346992	1023025	308	23	0.363358338924739	0.445713041718705	0.461070082127998	22	22	22	23	23	30
Bladder-TCC	GSE60270.PRKDC.MCF7_E2	2267416	23	0.956754388325438	887686	322	23	0.278899617036732	0.361751754411532	0.444078188893692	22	22	22	23	23	30
Bladder-TCC	ERP000380.ESR1.MCF7_E2	4020800	23	0.836190774887828	353924	88	19	0.697295269514681	0.678904944574611	0.55155331931584	19	19	19	22	22	27
Bladder-TCC	ERP000901.ESR1.MCF7_E2	5983989	23	0.883038077167019	460804	211	21	0.469604102055469	0.485493409368696	0.468413485634359	20	20	20	22	23	28
Bladder-TCC	ENCSR000BSP.REST.MCF7	3992448	23	0.877572924064511	445476	157	22	0.162527335931915	0.208764463873887	0.371952013944204	20	20	20	22	22	28
Bladder-TCC	ENCSR000BUJ.FOXM1.MCF7	2826772	23	0.877112013323774	444227	172	21	0.42892022773266	0.450318106954026	0.456323268154226	20	20	20	22	22	28
Bladder-TCC	ENCSR000BUO.TEAD4.MCF7	2161664	23	0.728324629539976	218372	164	21	0.0148870651739891	0.0305193154008856	0.177714574993111	17	17	17	20	20	24
Bladder-TCC	ENCSR427BBI.MLLT1.MCF7	2382468	23	0.936566210278082	697588	210	22	0.559296324112785	0.566566264302746	0.489119617745752	22	22	21	23	23	29
Bladder-TCC	ENCSR382WLL.ELK1.MCF7	2817282	23	0.990152163750217	2347467	789	22	0.998661374159728	0.97860902171236	0.592489941940279	23	23	23	23	23	31
Bladder-TCC	ENCSR176EXN.JUN.MCF7	1081751	23	0.784726175652164	277106	106	19	0.407303636747544	0.428389888995182	0.442313294233815	18	18	18	21	21	25
Bladder-TCC	ENCSR924TVL.RFX5.MCF7	3956464	23	0.983465579109937	1669910	529	23	0.633435435897701	0.681492029828648	0.495984409171312	23	23	22	23	23	31
Bladder-TCC	ENCSR094ZCF.CEBPG.MCF7	1524343	23	0.674064376729165	176726	64	17	0.306076632303464	0.33711755611573	0.384902362461476	16	16	15	19	19	22
Bladder-TCC	ENCSR546KCN.FOSL2.MCF7	4458134	23	0.903573619617797	528810	160	20	0.858203793898263	0.824087341449956	0.597568609252025	21	21	21	23	23	29
Bladder-TCC	ENCSR449UFF.ZKSCAN1.MCF7	3925559	23	0.86621493970064	416473	115	19	0.846825379552635	0.81429258639074	0.61205016062135	20	20	20	22	22	28
Bladder-TCC	GSE59530.ESR1.MCF7_SHFOXA1_E2_TNF	2598070	23	0.62285185297537	146102	34	18	0.0530259972646246	0.0826592974626992	0.196800380053378	14	14	14	18	18	21
Bladder-TCC	ENCSR135ANT.NRF1.MCF7	2445926	23	0.986481840754702	1914952	633	23	0.694891780664144	0.731221896659878	0.501806810796472	23	23	23	23	23	31
Bladder-TCC	ERP000901.NCOA1.MCF7	3435819	23	0.761586778102447	250579	50	19	0.294458265967722	0.328095658799302	0.392599426260099	18	18	17	20	21	25
Bladder-TCC	GSE59530.FOXA1.MCF7	6600541	23	0.9230767408982	615801	193	23	0.100839420276702	0.158660779868172	0.378741201285645	21	21	21	23	23	29
Bladder-TCC	GSE60270.FOXA1.MCF7	5072036	23	0.871043935990552	428369	130	21	0.389287494756759	0.41568200726069	0.443928722700347	20	20	20	22	22	28
Bladder-TCC	GSE59530.FOXA1.MCF7_E2	6804356	23	0.895695380111858	500499	159	21	0.561880263398328	0.564302967494728	0.494138978342332	21	21	20	22	23	28
Bladder-TCC	GSE59530.ESR1.MCF7_E2	7086005	23	0.763128060187339	252229	67	20	0.130292537151508	0.170447072697197	0.309922091318537	18	18	17	20	21	25
Bladder-TCC	GSE55921.ESR1.MCF7_E2	1419394	23	0.546471067515372	110884	30	13	0.513602716035496	0.514089952845683	0.488806663516181	13	13	12	16	16	19
Bladder-TCC	GSE55921.ESR1.MCF7_E2_JQ1	1092825	23	0.487556194201077	89656	26	13	0.267779859239444	0.295871087215127	0.334909715858929	11	11	11	15	15	17
Bladder-TCC	ENCSR062HDL.HSF1.MCF7	218758	23	0.477384738871679	86392	21	10	0.760098807975026	0.730468939282373	0.657298459302461	11	11	11	14	15	17
Bladder-TCC	GSE68356.ESR1.MCF7_E2PG	6195635	23	0.822101149709306	329823	77	18	0.817297353427744	0.786099501192319	0.6136871759407	19	19	19	21	22	26
Bladder-TCC	GSE72249.ESR1.MCF7	1116711	23	0.256029742816322	34538	12	9	0.089978498479086	0.108866534355956	0.141484088415923	6	6	6	9	9	10
Bladder-TCC	GSE68356.ESR1.MCF7_E2	4658123	23	0.759949446021523	248843	61	19	0.287234228763078	0.321520684535062	0.389099777016515	18	18	17	20	21	25
Bladder-TCC	GSE27300.ESR1.MCF7_TLED	775061	23	0.466226681027619	82930	47	18	0.000542283433705881	0.00201447804891486	0.0261038150179204	11	11	11	14	15	16
Bladder-TCC	GSE60270.ESR1.MCF7_SHCTR	873155	23	0.416068825725244	68740	17	11	0.324522751682089	0.343654277862287	0.363280220132231	10	10	9	13	13	15
Bladder-TCC	ERP000380.ESR1.MCF7_TAM	1797259	23	0.639583758821386	155362	45	17	0.182399531761632	0.221366997506496	0.308362186590568	15	15	15	18	18	21
Bladder-TCC	GSE68356.ESR1.MCF7	2640379	23	0.590580602908662	129947	43	17	0.0733267877546933	0.106288637649369	0.209153118659763	14	14	13	17	17	20
Bladder-TCC	GSE60270.ESR1.MCF7_SHGATA3_E2	801241	23	0.515224107648835	99100	29	16	0.0387538991192199	0.0626335712520216	0.144941665431949	12	12	12	15	16	18
Bladder-TCC	GSE60270.ESR1.MCF7_SHCTR_E2	3597394	23	0.824299758573175	333405	101	21	0.162355946864484	0.204378771177034	0.349271153270051	19	19	19	21	22	26
Bladder-TCC	GSE60270.MED1.MCF7_E2	1540465	23	0.84614021500779	372757	125	20	0.510430943958073	0.518693053171978	0.481343512334578	20	20	19	22	22	27
Bladder-TCC	GSE54855.ESR1.MCF7_E2_5M	423550	23	0.224354658944465	29215	16	10	0.0129756470605954	0.019999278784118	0.0380150775921929	5	5	5	8	9	9
Bladder-TCC	GSE60270.ESR1.MCF7_SHFOXA1_E2	375221	23	0.312865924928308	45130	17	10	0.126476910954544	0.150186705970034	0.189913458204539	7	7	7	11	11	12
Bladder-TCC	ERP000380.ESR1.MCF7	292946	23	0.320292824927515	46625	15	11	0.0627755598362612	0.0835180069893925	0.12658003252191	7	7	7	11	11	12
Bladder-TCC	ENCSR391JII.RCOR1.MCF7	3598856	23	0.959849828995984	930006	330	22	0.801839083648008	0.764526942181702	0.534832473237014	22	22	22	23	23	30
Bladder-TCC	ERP000901.NCOA2.MCF7	5002147	23	0.907904374379841	545812	194	21	0.655088266806974	0.643339858265415	0.518748570464224	21	21	21	23	23	29
Bladder-TCC	GSE59530.ESR1.MCF7_TNF	190996	23	0.210034841913647	26929	24	12	0.000376610436506941	0.000950333437484963	0.00419354182581433	5	5	5	8	8	9
Bladder-TCC	GSE71276.ESR1.MCF7	476191	23	0.832037933881172	346528	114	22	0.0508515884331903	0.0821863498926421	0.285298965442332	19	19	19	22	22	27
Bladder-TCC	GSE60270.ESR1_P118.MCF7_SHCTR_E2	307551	23	0.23322092104609	30667	10	7	0.264622496694949	0.277773738817372	0.292753292796398	5	5	5	9	9	9
Bladder-TCC	GSE60270.ESR1_P118.MCF7_SHRARS_E2	21047	23	0.0176795412953691	1882	0	0	1	1	1	0	0	0	2	2	2
Bladder-TCC	GSE54855.ESR1.MCF7_E2_40M	1031228	23	0.478970676987315	86894	25	15	0.0475227373434978	0.0726280022181547	0.14714636302876	11	11	11	14	15	17
Bladder-TCC	GSE54855.ESR1.MCF7_E2_10M	1189575	23	0.441933502316427	75792	27	14	0.0557040837197127	0.0811401249745749	0.147820313983823	10	10	10	14	14	16
Bladder-TCC	ERP000380.ESR1.MCF7_TAMR_TAM	639787	23	0.156160790073354	18929	8	6	0.12540434105	0.137486616766246	0.154740317881886	3	3	3	6	7	7
Bladder-TCC	ERP000380.ESR1.MCF7_TAMR	604303	23	0.156495600177113	18976	7	6	0.126434518200685	0.138539014040574	0.155798703124088	4	3	3	6	7	7
Bladder-TCC	GSE54855.ESR1.MCF7_E2_2M	266746	23	0.160700382786572	19569	11	8	0.0165068084685001	0.022501879894866	0.0350598377525069	4	4	4	7	7	7
Bladder-TCC	ERP002305.ESR1.MCF7_MRNAHIST	471321	23	0.164960285320897	20175	9	7	0.0603240447524599	0.0715712664944567	0.090340132613641	4	4	4	7	7	7
Bladder-TCC	ENCSR000EWU.ZNF217.MCF7	3089514	23	0.671318236168604	174899	110	19	0.0525809510621298	0.0825582947841181	0.212946249891867	15	15	15	19	19	22
Bladder-TCC	ERP000901.NCOA1.MCF7_E2	1949919	23	0.592421911989315	130814	35	14	0.526676093375141	0.526478046527989	0.495409492447372	14	14	13	17	17	20
Bladder-TCC	ENCSR912NMR.NONO.MCF7	1575698	23	0.674971969875805	177335	66	19	0.0571465803671325	0.088208804660405	0.219421868849481	16	16	15	19	19	22
Bladder-TCC	GSE59530.FOXA1.MCF7_E2_TNF	7217102	23	0.894968977518378	498041	151	23	0.0423889764702713	0.0779082726586313	0.325522691339421	21	21	20	22	23	28
Bladder-TCC	GSE29073.EP300.MCF7_DMSO	446299	23	0.277937048481706	38452	9	5	0.832784487941988	0.808494917699941	0.76406367658576	6	6	6	10	10	11
Bladder-TCC	GSE54855.ESR1.MCF7_E2_120M	432762	23	0.265525318531655	36210	12	7	0.408405049315045	0.412507259476334	0.410891688619859	6	6	6	9	10	10
Bladder-TCC	GSE59530.ESR1.MCF7	313919	23	0.11608388008046	13525	21	12	5.77459515871404e-07	2.33853842956933e-06	2.37705693370005e-05	3	3	2	5	5	6
Bladder-TCC	GSE60270.ESR1_P118.MCF7_SHRARS	97335	23	0.0695699596084687	7758	4	2	0.486479599008475	0.48208918721189	0.475104286179817	1	1	1	4	4	4
Bladder-TCC	GSE54592.ESR1.MCF7_LETR	75457	23	0.0219194103665621	2342	0	0	1	1	1	0	0	0	2	2	2
Bladder-TCC	GSE29073.EP300.MCF7_E2	439769	23	0.299833485471966	42572	13	6	0.754136022661819	0.730675938260535	0.685834772795506	7	7	7	10	11	11
Bladder-TCC	GSE59530.RELA.MCF7_E2_TNF	587975	23	0.784113839336451	276352	83	22	0.0127832393431976	0.02728791543706	0.203251217260736	18	18	18	21	21	25
Bladder-TCC	GSE40762.FOXM1.MCF7_THIOS	547947	23	0.49714710597494	92833	30	13	0.303573547352525	0.328762177751001	0.359639561554622	11	11	11	15	15	17
Bladder-TCC	GSE40762.FOXM1.MCF7	1428495	23	0.585165894835779	127433	49	16	0.157057942753111	0.194978503900646	0.27832336268967	13	13	13	17	17	20
Bladder-TCC	GSE54592.ESR1.MCF7_LETR_ANDRO	18735	23	0.00633723875879755	668	0	0	1	1	1	0	0	0	1	1	1
Bladder-TCC	GSE41561.E2F4.MCF7_TAM	1031727	23	0.944010703360324	755006	232	22	0.634506339683398	0.628261686400601	0.503830387779493	22	22	22	23	23	30
Bladder-TCC	GSE59530.RELA.MCF7_TNF	346621	23	0.769134396286483	258810	89	21	0.0449375001879923	0.0733108490482718	0.244992836137975	18	18	18	20	21	25
Bladder-TCC	GSE59530.RELA.MCF7_E2	187097	23	0.638142271595584	154538	54	20	0.00541860241882297	0.0136330213193306	0.107567476087922	15	15	15	18	18	21
Bladder-TCC	GSE59530.RELA.MCF7	166520	23	0.561351639585444	116970	51	20	0.000416127482523176	0.00173921274565014	0.040302679653845	13	13	13	16	17	19
Bladder-TCC	ERP000380.FOXA1.MCF7_TAMR_E2_TAM	11307102	23	0.843650836908326	367889	114	19	0.737771966601481	0.714561890195923	0.566889557977072	19	20	19	22	22	27
Bladder-TCC	GSE45852.HSF1.MCF7	251393	23	0.529145784711059	104193	28	17	0.0173948179606094	0.0333059600241927	0.110802537569423	12	12	12	16	16	18
Bladder-TCC	ENCSR551ZDZ.MTA2.MCF7	314864	23	0.0721848552999657	8069	1	1	0.829711552043416	0.821510153525836	0.809908866515639	2	2	1	4	4	4
Bladder-TCC	ENCSR555PBN.MAFK.MCF7	3834513	23	0.665320812927445	170989	54	15	0.66432482613791	0.646175011618241	0.564981984745882	15	15	15	18	19	22
Bladder-TCC	ENCSR465VLK.FOXK2.MCF7	806906	23	0.600131878269263	134513	60	16	0.200386577604686	0.237669609042229	0.31130152375002	14	14	14	17	18	20
Bladder-TCC	GSE40129.GATA3.MCF7	680434	23	0.105645421744866	12186	3	3	0.447227433211034	0.444239299026684	0.438068951113335	2	2	2	5	5	5
Bladder-TCC	GSE41561.E2F4.MCF7_ICI	211994	23	0.663352331663748	169729	47	18	0.122334753922567	0.16124650012352	0.273286348224921	15	15	15	18	19	22
Bladder-TCC	GSE75070.RUNX1.MCF7	40232	23	0.171591675479699	21129	3	3	0.79798458735778	0.781110056966611	0.753968623089645	4	4	4	7	7	7
Bladder-TCC	ENCSR000EWV.GATA3.MCF7	1372480	23	0.175996744201928	21770	4	4	0.606590624693891	0.595586108858987	0.575836328119095	4	4	4	7	7	8
Bladder-TCC	ERP002305.ESR1.MCF7	10579	23	0.00191413589007734	201	0	0	1	1	1	0	0	0	0	0	0
Bladder-TCC	GSE72977.FOXM1.MCF7_MI63	158617	23	0.0671456039993827	7471	5	4	0.0599393541300582	0.0646118533032995	0.0713315116808318	1	1	1	4	4	4
Bladder-TCC	GSE47041.TP53.MCF7_NUT	73839	23	0.137965220685002	16422	4	3	0.644191511495399	0.63289025110574	0.614474980266251	3	3	3	6	6	6
Bladder-TCC	GSE35109.ESR1.MCF7	1118728	23	0.249585958041929	33424	6	5	0.735482609336114	0.715251026594453	0.67870606109273	6	6	6	9	9	10
